source,sentence,label
https://chunom.org/shelf/corpus/1/,埃喂傷𥙩饒穷,Nom
https://chunom.org/shelf/corpus/1/,𨕭頭畧㩫簮掑,Nom
https://chunom.org/shelf/corpus/1/,𥪝𠀧𨑮𦒹傳英攝固𨱽𫨩空,Nom
https://chunom.org/shelf/corpus/1/,欺𢧚𡗶拱朝𢚸奇𠄩,Nom
https://chunom.org/shelf/corpus/1/,題𠸜𡭉鵲縁𡗶𦓡𢧚,Nom
https://chunom.org/shelf/corpus/1/,𠫾𨔈麻吏﨤仙結願,Nom
https://chunom.org/shelf/corpus/1/,宋珍麻𥙩菊花,Nom
https://chunom.org/shelf/corpus/1/,沛𨖅使事交和𨑮冬,Nom
https://chunom.org/shelf/corpus/1/,主韜不義堆塘,Nom
https://chunom.org/shelf/corpus/1/,買𠳒教訓丁丁,Nom
https://chunom.org/shelf/corpus/1/,傳尼女則家庭恨灰,Nom
https://chunom.org/shelf/corpus/1/,傳尼貞鼠摄制,Nom
https://chunom.org/shelf/corpus/1/,几忠𠊚佞固𡗶於𥪝,Nom
https://chunom.org/shelf/corpus/1/,傳翹計㐌属𢚸,Nom
https://chunom.org/shelf/corpus/1/,𢧚庄辰拱在𢚸媄吒,Nom
https://chunom.org/shelf/corpus/1/,阮生傳意䀡制,Nom
https://chunom.org/shelf/corpus/1/,𠫾𫥨習學縁𡗶吹𢧚,Nom
https://chunom.org/shelf/corpus/1/,西楊傳意此䀡,Nom
https://chunom.org/shelf/corpus/1/,珠竜餒伴朱𢧚〓𠊛,Nom
https://chunom.org/shelf/corpus/1/,買台𡽫渃車𣾺,Nom
https://chunom.org/shelf/corpus/1/,中軍傳意仍𠳒𢖵〓,Nom
https://chunom.org/shelf/corpus/1/,箋花傳意𨔍𨓡,Nom
https://chunom.org/shelf/corpus/1/,局棋堆妸𦟐紅打制,Nom
https://chunom.org/shelf/corpus/1/,皇儲傳意天才,Nom
https://chunom.org/shelf/corpus/1/,詐形爫𡛔此𠳒端荘,Nom
https://chunom.org/shelf/corpus/1/,征婦傳意朱詳,Nom
https://chunom.org/shelf/corpus/1/,觀音傳意欺𫢩,Nom
https://chunom.org/shelf/corpus/1/,氏牟抌覩冤尼庒他,Nom
https://chunom.org/shelf/corpus/1/,潘陳傳意䀡戈,Nom
https://chunom.org/shelf/corpus/1/,翁寧傳意此𥋳,Nom
https://chunom.org/shelf/corpus/1/,揲安𦊚𡎝麻𡗶𡊰功,Nom
https://chunom.org/shelf/corpus/1/,九夫傳意䀡戈,Nom
https://chunom.org/shelf/corpus/1/,别包𣉹特室家如𠊚,Nom
https://chunom.org/shelf/corpus/1/,蓬萊傳意䀡制,Nom
https://chunom.org/shelf/corpus/1/,准仙𢝙趣結縁買命,Nom
https://chunom.org/shelf/corpus/1/,𤊰縁秦晋矯命約𬇚,Nom
https://chunom.org/shelf/corpus/1/,玉𫅜群待價高,Nom
https://chunom.org/shelf/corpus/1/,女芇咹槾者桃𠇍埃,Nom
https://chunom.org/shelf/corpus/1/,謀謨麻𥙩特𠊚𡥵官,Nom
https://chunom.org/shelf/corpus/1/,春情傳𧘇論盘,Nom
https://chunom.org/shelf/corpus/1/,𣎀𦣰思想事娘𠬠𠄩,Nom
https://chunom.org/shelf/corpus/1/,芙蓉傳意𦘧撝,Nom
https://chunom.org/shelf/corpus/1/,俸〓几晋𠊚秦,Nom
https://chunom.org/shelf/corpus/1/,芳花傳𧘇珠陳義初,Nom
https://chunom.org/shelf/corpus/1/,黄秀傳𧘇縁於,Nom
https://chunom.org/shelf/corpus/1/,﨤娘美女𡗶車𠬠茹,Nom
https://chunom.org/shelf/corpus/1/,勸孝傳𧘇䀡戈,Nom
https://chunom.org/shelf/corpus/1/,二十四孝英陀拱通,Nom
https://chunom.org/shelf/corpus/1/,四灵傳𧘇摄穷,Nom
https://chunom.org/shelf/corpus/1/,每𠊚每我相逢交歡,Nom
https://chunom.org/shelf/corpus/1/,𠸦朱堆我北南,Nom
https://chunom.org/shelf/corpus/1/,人縁定吏車爫𠬠边,Nom
https://chunom.org/shelf/corpus/1/,𠀧生朱院𨑮願,Nom
https://chunom.org/shelf/corpus/1/,﨤娘買吘根原事情,Nom
https://chunom.org/shelf/corpus/1/,𥪝𠀧𨑮𦒹傳仃仃,Nom
https://chunom.org/shelf/corpus/2/,監𡅳客於𨕭𠁀,Nom
https://chunom.org/shelf/corpus/2/,咹制朱沛别𠳒𫏾𡢐,Nom
https://chunom.org/shelf/corpus/2/,停輕𧁷渚𢚁𢀭,Nom
https://chunom.org/shelf/corpus/2/,古初𠳒𠸠𧗱𡢐猪猪,Nom
https://chunom.org/shelf/corpus/2/,空埃𧁷典𠀧𠁀𦓡𢗼,Nom
https://chunom.org/shelf/corpus/2/,箕如丐菓埃扜,Nom
https://chunom.org/shelf/corpus/2/,梗花埃曰别朱世芇,Nom
https://chunom.org/shelf/corpus/2/,𡶀箕埃撘𦓡高,Nom
https://chunom.org/shelf/corpus/2/,滝箕𣷭意埃陶𦓡溇,Nom
https://chunom.org/shelf/corpus/2/,渃潮埃〓埃洃,Nom
https://chunom.org/shelf/corpus/2/,干𨖲辰世干耒如空,Nom
https://chunom.org/shelf/corpus/2/,𥪝棱𣘃意埃槞,Nom
https://chunom.org/shelf/corpus/2/,𩈘𡗶埃𥙩爫篭金烏,Nom
https://chunom.org/shelf/corpus/2/,𡄎䀡造化机圖,Nom
https://chunom.org/shelf/corpus/2/,情算拱丕敖𨒣妥𠁀,Nom
https://chunom.org/shelf/corpus/2/,大生埃拱刼𠊛𦓡催,Nom
https://chunom.org/shelf/corpus/2/,㗂𠸦項羽英宜埃當,Nom
https://chunom.org/shelf/corpus/2/,力能舉鼎拔山,Nom
https://chunom.org/shelf/corpus/2/,吏䀡西代東征,Nom
https://chunom.org/shelf/corpus/2/,百戰百勝㐌〓𠃩𡗶,Nom
https://chunom.org/shelf/corpus/2/,埃咍垓下变移,Nom
https://chunom.org/shelf/corpus/2/,漢王一勝𨖲〓治位,Nom
https://chunom.org/shelf/corpus/2/,從容固進𠬠欺,Nom
https://chunom.org/shelf/corpus/2/,計制各〓麻推事𡗶,Nom
https://chunom.org/shelf/corpus/2/,於𠁀𠇍几𢚁裁,Nom
https://chunom.org/shelf/corpus/2/,爭坤爭窖埃埋特𡗉,Nom
https://chunom.org/shelf/corpus/2/,𠇍𠊚咹於别調,Nom
https://chunom.org/shelf/corpus/2/,塊渡輕㳥吶料滇滇,Nom
https://chunom.org/shelf/corpus/2/,窖台〓公人間,Nom
https://chunom.org/shelf/corpus/2/,〓〓呐𠬠外盘𦋦𠀧,Nom
https://chunom.org/shelf/corpus/2/,悲𣉹計〓𧊉花,Nom
https://chunom.org/shelf/corpus/2/,埃䀡典傳計𦋦買詳,Nom
https://chunom.org/shelf/corpus/2/,特排事𧊉𤑟𤉜,Nom
https://chunom.org/shelf/corpus/2/,形〓時〓㗂𢀨埃〓,Nom
https://chunom.org/shelf/corpus/2/,庒𠲖閣鳯〓臺,Nom
https://chunom.org/shelf/corpus/2/,𧡊花時典埃辰〓垠,Nom
https://chunom.org/shelf/corpus/2/,𧊉浪𢆥𠇍𣎃春,Nom
https://chunom.org/shelf/corpus/2/,咹制朱妥〓塵買〓,Nom
https://chunom.org/shelf/corpus/2/,吏低𠳨客𦟐桃,Nom
https://chunom.org/shelf/corpus/2/,群空咍㐌尼芇称斤,Nom
https://chunom.org/shelf/corpus/2/,他鄕﨤客故人,Nom
https://chunom.org/shelf/corpus/2/,〓𢚸支𪨀𢪀眞世芇,Nom
https://chunom.org/shelf/corpus/2/,閉𫢩永仍渴嗃,Nom
https://chunom.org/shelf/corpus/2/,悲𣉹情咳爫牢咳情,Nom
https://chunom.org/shelf/corpus/2/,計之𨖲托𬺗𡹞,Nom
https://chunom.org/shelf/corpus/2/,花浪計𥙩清台,Nom
https://chunom.org/shelf/corpus/2/,𤂬群固㗂𥒥強之之,Nom
https://chunom.org/shelf/corpus/2/,〓𠹚唐〓边坡,Nom
https://chunom.org/shelf/corpus/2/,桃群待柳包𣉹朱冲,Nom
https://chunom.org/shelf/corpus/2/,拯𠽔𦋦𥒥𨔍𨓡,Nom
https://chunom.org/shelf/corpus/2/,〓𦋦芇别浪𢚸固𦖑,Nom
https://chunom.org/shelf/corpus/2/,於低仍𡶀穷溪,Nom
https://chunom.org/shelf/corpus/2/,眞〓䏾𥒥㗂蟡哙愁,Nom
https://chunom.org/shelf/corpus/2/,𠊚如閣鳯重〓,Nom
https://chunom.org/shelf/corpus/2/,少之卿相空侯每尼,Nom
https://chunom.org/shelf/corpus/2/,碎如𤌋〓监制度芇,Nom
https://chunom.org/shelf/corpus/2/,𧊉浪唉客𦟐桃,Nom
https://chunom.org/shelf/corpus/2/,〓尼〓底搭𠓨朱埃,Nom
https://chunom.org/shelf/corpus/2/,催推低㐌别耒,Nom
https://chunom.org/shelf/corpus/2/,包𣉹少几𨕭𠁀才花,Nom
https://chunom.org/shelf/corpus/2/,埃喂〓買油𦓡,Nom
https://chunom.org/shelf/corpus/2/,強攄〓𡗋強𫅷失緣,Nom
https://chunom.org/shelf/corpus/2/,𨕭𡽫徐-式修仙,Nom
https://chunom.org/shelf/corpus/2/,中間群景眞〓,Nom
https://chunom.org/shelf/corpus/2/,蹺𠾕女𡗋工夫埃〓,Nom
https://chunom.org/shelf/corpus/2/,他乎志立辰𢧚,Nom
https://chunom.org/shelf/corpus/2/,修縁秦晋安〓草花,Nom
https://chunom.org/shelf/corpus/2/,花浪〓呐𠶤崇,Nom
https://chunom.org/shelf/corpus/2/,拱曾㐌别𧵆賖每塘,Nom
https://chunom.org/shelf/corpus/2/,朱停買几雪霜别共,Nom
https://chunom.org/shelf/corpus/2/,〓𢞂埃别朱𢚸尼諸,Nom
https://chunom.org/shelf/corpus/2/,魂梅迷水失〓,Nom
https://chunom.org/shelf/corpus/2/,催信螉𧊉吏書晋秦,Nom
https://chunom.org/shelf/corpus/2/,強𠹚強𠬠吝〓,Nom
https://chunom.org/shelf/corpus/2/,𨑮分牢拯𠬠分扒朱,Nom
https://chunom.org/shelf/corpus/2/,呐𦋦𤏣吏𢢆殊,Nom
https://chunom.org/shelf/corpus/2/,淹𦋦辰𢜝咮𢗼㗂沁,Nom
https://chunom.org/shelf/corpus/2/,拯傷兑〓仍〓,Nom
https://chunom.org/shelf/corpus/2/,襖𥹰拯默拱艚,Nom
https://chunom.org/shelf/corpus/2/,花箕〓買特牟縁庒,Nom
https://chunom.org/shelf/corpus/2/,㐌迻緣細閣藤,Nom
https://chunom.org/shelf/corpus/2/,𪀄群想𩙌𥉫𦝄矧徐,Nom
https://chunom.org/shelf/corpus/2/,當干渃〓〓〓,Nom
https://chunom.org/shelf/corpus/2/,㯲樔待别包𣉹朱冲,Nom
https://chunom.org/shelf/corpus/2/,悴情㤕仍𪨅中,Nom
https://chunom.org/shelf/corpus/2/,牢娘於准林穷閉吟,Nom
https://chunom.org/shelf/corpus/2/,𢝙制〓𡶀花林,Nom
https://chunom.org/shelf/corpus/2/,客塵𠇍几别尼開塘,Nom
https://chunom.org/shelf/corpus/2/,〓翁〓窖訴詳,Nom
https://chunom.org/shelf/corpus/2/,花浪别准林泉,Nom
https://chunom.org/shelf/corpus/2/,清台趣味塵緣恪〓,Nom
https://chunom.org/shelf/corpus/2/,𡗶撑𣱾𣱾𦝄冲,Nom
https://chunom.org/shelf/corpus/2/,幅幀埃窖〓撝,Nom
https://chunom.org/shelf/corpus/2/,㗂𦝄花窖𫃚𠊚如空,Nom
https://chunom.org/shelf/corpus/2/,摱芒丐㗂𦟐紅,Nom
https://chunom.org/shelf/corpus/2/,𢚁才𢚁色英雄約𬇚,Nom
https://chunom.org/shelf/corpus/2/,𡨸情想𢖵别包,Nom
https://chunom.org/shelf/corpus/2/,爫沖少惱渴滈𢚸塵,Nom
https://chunom.org/shelf/corpus/2/,𢖵埃群固欺寅,Nom
https://chunom.org/shelf/corpus/2/,固𣎀𡎢䏾𦝄斜,Nom
https://chunom.org/shelf/corpus/2/,𪟂吒丐女傾城,Nom
https://chunom.org/shelf/corpus/2/,責縁𡲤吏恨𠁀,Nom
https://chunom.org/shelf/corpus/2/,㗂埃窖達仍𠳒𧊉螉,Nom
https://chunom.org/shelf/corpus/2/,𧊉浪𧡊呐添強,Nom
https://chunom.org/shelf/corpus/2/,想𨉓麻吏𢖵傷旦𠊚,Nom
https://chunom.org/shelf/corpus/2/,紅顔易𠇍𨕭𡗶,Nom
https://chunom.org/shelf/corpus/2/,花𦹳曾課𠊚𨔈固辰,Nom
https://chunom.org/shelf/corpus/2/,仍調𦝄𩙌計之,Nom
https://chunom.org/shelf/corpus/2/,賖𥸷乙拱固欺吏𧵆,Nom
https://chunom.org/shelf/corpus/2/,玉珠𠸗結鄧春,Nom
https://chunom.org/shelf/corpus/2/,尾之堆𡦂情縁,Nom
https://chunom.org/shelf/corpus/2/,𢪀牢朱院朱𧷺,Nom
https://chunom.org/shelf/corpus/2/,矯麻𢢆買渃𡽫牢停,Nom
https://chunom.org/shelf/corpus/2/,困𫢩㐌願貝情,Nom
https://chunom.org/shelf/corpus/2/,芇埃負義三生油麻,Nom
https://chunom.org/shelf/corpus/2/,決𢚸細景探花,Nom
https://chunom.org/shelf/corpus/2/,庒修固典廛𫅷爫之,Nom
https://chunom.org/shelf/corpus/2/,船漁細准洞桃,Nom
https://chunom.org/shelf/corpus/2/,花浪𩙌動霜𠖤,Nom
https://chunom.org/shelf/corpus/2/,信螉使蝶吏添絆𢚸,Nom
https://chunom.org/shelf/corpus/2/,〓群打買拯冲,Nom
https://chunom.org/shelf/corpus/2/,寔𢝙固打特庄咳煩,Nom
https://chunom.org/shelf/corpus/2/,𧊉浪咳客婵娟,Nom
https://chunom.org/shelf/corpus/2/,𨀈𠓨𥪝准園花,Nom
https://chunom.org/shelf/corpus/2/,䀡浪默客𨕭𠁀,Nom
https://chunom.org/shelf/corpus/2/,底停芒㗂𦋦𠊚冬迻,Nom
https://chunom.org/shelf/corpus/2/,決如妸〓𢬣𫅷,Nom
https://chunom.org/shelf/corpus/2/,花浪䏾月漏漏,Nom
https://chunom.org/shelf/corpus/2/,雪霜停〓冷𣼰𣎀冬,Nom
https://chunom.org/shelf/corpus/2/,𠸠初庒可朱衝默𠊚,Nom
