source,sentence,label
10-bai-ke-trich-thap-gioi-co-hon-van.no.txt,偈嘆哴蔑瓶蔑鉢蔑袈裟耨於廛伽𨴦茹經㐌玊楼香論篆,Nom
10-bai-ke-trich-thap-gioi-co-hon-van.no.txt,定退禪院俸磋花身心瀝圭何有戒行𠳐隊教釋迦吶仍天堂共地獄法𣋀度特命些偈嘆哴損功𣈜𣎃煉丹砂方士尋制㡳禮󰕒朝斗熊熊真北月步虚永永㗂散󰒥玊清㧠性諸典薤露還󰄒侈吏隊律天尊度世度𠊛埃几度命些偈嘆哴貂璫岸岸𥜌紅紗,Nom
10-bai-ke-trich-thap-gioi-co-hon-van.no.txt,明召恩封細󰕒傘葉䏾槐𩂏𩈘玊香汚𨤮栁淡󰈫󰒥󰒯圍羅綺𠊛森合樂𢷵琴琤㗂唯富貴𥚆腰歇𡬷𣛠嶤𣋀窖𨺻𠊛些偈嘆哴鯨鯨𥜌把連巾紗場屋歆埋㡳礼󰕒冷𠖭𦍛秋如案雪𣌝霜氽彂論鞋󰒥才髙欣女公孫策事盛群傳𡩋戚筆墨涓皮志漉髙牢窖𠊚些,Nom
10-bai-ke-trich-thap-gioi-co-hon-van.no.txt,偈嘆哴曽論天地免竜砂㸃穴尋竜泣每󰕒造隊方真雪尋氣𩈘侈󰒥竜蟠虎踞袩𡗉運盛時衰讀每仍吶汵哴坦坦咍𠴜特𠊚些偈嘆哴牛黃竜腦免晨紗,Nom
10-bai-ke-trich-thap-gioi-co-hon-van.no.txt,枯𣛠楼船㗂外隘匈奴𢜠揲歇功𢧚補托𠊚些偈嘆哴氣天香𥜌珥沙廊南𡉦少尼󰕒仃蔑𫃵黙紅謨粉悉銅錢咹㡳逴󰒥吝矧傷身幻化祝矇仍買事交惜春坤惜惜特𣈜㫾埃侯几待些,Nom
10-bai-ke-trich-thap-gioi-co-hon-van.no.txt,偈嘆哴𣎀𣈜到到摆長沙𧵑改𧗱㡳秩󰕒𢚸𧋟筭筭堂勿詠𥚇𧋻窖了說文󰒥𧵑非義𢧚渃𢚸不仁傳㡳沾倒𨋤袩固恪𠊚些吏半特𠊚些偈嘆哴鯨鯨𥜌把帽涼沙吝矧咍役󰕒曵𤳷盎夏𢀨盎㑹造烝廊栁細廊󰒥醝隊盎伴茶伴𨢇𢝙弹㗂唱㗂劄𠰘共饒哴歷事世間埃易几欣些,Nom
10_nu-tu-tri_no.txt,吀𦖑㛪分觧𠳒尼𢢇勾十女朱󰎾曰無㤙生養似乎𡽫泰捔𬚸昌庫𢚶報𡊰虎拱男子偪𨕭孝忠産湼魁元𤎔茄𢧚者特功吒󰒂媄會清平𢝙󰖘𢀭𨖅群命󰐥偪女娘㐌輸輸竒每塘息台蜍𠄩親𨇜式珍甘群命虎分紅顔𪽝蒸月老多端定分矣旦歲掑簮粉髮沛定皮家室西𥢆,Nom
10_nu-tu-tri_no.txt,世芇拱沛󰐥坊女兒役夷拱𥉫𧗱𫯳竒於爫牢朱𢚨䏾𫯳牢朱言行容工覩調道深情𨤰沛别恩𫺓朱吒媄來𦹳,Nom
10_nu-tu-tri_no.txt,󰆙䝨𠄩𡨸貴欣𠦳鐄吒媄󰇕󰇕常朱㤕吒媄𠊚𠊚必妖當𫺓朱院特道常公姑𠄩󰁸沛傷如𫯳唒𣘃𥩯闹鍾𠦳駟或色才拱𠤆固驕世間𢗖抇㐌𡗉𪽝蒸愚卒󰈹塘性推吏餒𡥵貴宝欣鐄中外𤾓役擔当吒媄𫯳𥙷𢙇𥙷費女負傍庄貴庄傷𥋳䀡如体𠊚常吹𫯳咹於仍塘泊顛𥋳如𠊚固結怨𥢆𥇸𥉫景世𢚸煩故爫牢庄𢪀庄推,Nom
10_nu-tu-tri_no.txt,𥙩些𧗱扺爫之生𡥵𦬑丐益夷别空蜍公姑答树珍甘遣媄吒𤴬疸為𡥵󰒭㛪吒媄矣群森𢝙遣󰒭㛪吒媄離𠑬嘆唹造化机求意𠬠罪流傳󰔙代北球奴化𨄱别牢䟜圣䝨𢧚𥙷朱訛邉𫯳油媄油吒沛𢧚删朔如󰐥親生𠺥仍調𠴝䔲咹荄𢁑坤朱学󰏐偨,Nom
